name,data,depr_data
python3-module-nest-asyncio,[],[]
python3-module-netaddr,[],[]
python3-module-netdisco,[],[]
python3-module-netifaces,"[""python3(netifaces)""]",[]
python3-module-netkit,[],[]
python3-module-netlib,"[""python3(netlib)""]",[]
python3-module-netort,[],[]
python3-module-networkmanager,[],[]
python3-module-networkx,[],[]
python3-module-nibabel,[],[]
python3-module-nine,[],[]
python3-module-nitime,[],[]
python3-module-progress,"[""python3(progress)""]","[""python3(progress)""]"
python3-module-progressbar2,[],[]
python3-module-prometheus_client,[],[]
python3-module-prompt_toolkit,[],[]
python3-module-proteus,"[""python2.7(proteus)""]",[]
guile-evms,[],[]
python3-module-qtconsole,"[""python3(qtconsole)""]","[""python3(qtconsole)""]"
python3-module-qtpy,[],[]
python3-module-rabbitpy,[],[]
python3-module-radar,"[""python3(radar)""]",[]
python3-module-radon,[],[]
perl-Filesys-Statvfs,[],[]
perl-Filter,[],[]
perl-Filter-Simple,[],[]
perl-Parse-Template,[],[]
emacs-mode-psgml,[],[]
emacs-muse-mode,[],[]
emacs-nxml-mode,[],[]
emacs-pov-mode,[],[]
emacs-prog-modes,[],[]
emacs-rbook,[],[]
emacs-template,[],[]
emacs-text-modes,[],[]
emacs-tnt,[],[]
emacs-xslt-process,[],[]
emacs-xtla,"[""xtla""]","[""xtla""]"
emacspeak,[],[]
embree,[],[]
emelfm2,[],[]
emma,[],[]
emonoda,"[""rtfetch""]","[""rtfetch""]"
empathy,"[""libempathy"",""libempathy-gtk"",""python-module-empathy""]","[""libempathylibempathy-gtkpython-module-empathy""]"
empty,[],[]
emu51,[],[]
emu8051,[],[]
enblend,[],[]
enca,"[""enca""]",[]
enchant,[],[]
enchant2,[],[]
encled,[],[]
enconvmv,[],[]
encspot,[],[]
engcom,"[""engcom"",""engcom-mova""]","[""engcomengcom-mova""]"
enigma,[],[]
enlightenment-module-desksanity,[],[]
enscript,[],[]
ensmallen,[],[]
entangle,[],[]
enum,[],[]
environment-modules,"[""environment(modules)""]",[]
enyo-doom,[],[]
eog,"[""eog2""]","[""eog2""]"
eog-plugins,[],[]
epdfview,[],[]
eperiodique,[],[]
ephoto,[],[]
eppic,[],[]
epsidm24-secc0001,"[""epsidm24-secc0001""]",[]
epsoneplijs,[],[]
epsonscan2,[],[]
epstool,[],[]
epubcheck,[],[]
eresi,[],[]
eric6,[],[]
erlang-base64url,[],[]
erlang-eimp,[],[]
erlang-epam,[],[]
erlang-esip,[],[]
erlang-ezlib,[],[]
erlang-fast_xml,[],[]
erlang-fast_yaml,[],[]
erlang-goldrush,[],[]
erlang-idna,[],[]
erlang-jiffy,[],[]
erlang-jose,[],[]
erlang-lager,[],[]
erlang-luerl,[],[]
erlang-mqtree,[],[]
f3,[],[]
python3-module-nose-exclude,[],[]
python3-module-nose-logpertest,"[""python3(nose_logpertest)""]","[""python3(nose_logpertest)""]"
python3-module-nose-random,[],[]
python3-module-nose-testconfig,"[""python3(testconfig)""]",[]
python3-module-nose-watch,"[""python3(nosewatch)""]","[""python3(nosewatch)""]"
python3-module-nose_fixes,"[""python3(nose_fixes)""]","[""python3(nose_fixes)""]"
python3-module-nosepipe,"[""python3(nosepipe)""]","[""python3(nosepipe)""]"
python3-module-notebook,[],[]
python3-module-notify2,"[""python3(notify2)""]",[]
python3-module-novaclient,"[""python-module-novaclient""]",[]
python3-module-nss,"[""python3(nss)""]","[""python3(nss)""]"
python3-module-nulltype,[],[]
TheButterflyEffect,[],[]
admx-basealt,[],[]
alacritty,[],[]
alt-csp-cryptopro,"[""alt-csp-cryptopro-kde"",""alt-csp-cryptopro-mate""]","[""alt-csp-cryptopro-kde"",""alt-csp-cryptopro-mate""]"
alterator-grub,[],[]
alterator-l10n,[],[]
appinstall,[],[]
appinstall-allowlist-kworkstation,[],[]
appstream-data,[],[]
bacula11,"[""bacula11-dir"",""bacula11-director"",""bacula11-fd"",""baculum11""]","[""bacula11-director"",""bacula11-fd""]"
bind-dyndb-ldap,[],[]
blueberry,"[""cinnamon-applet-blueberry""]","[""cinnamon-applet-blueberry""]"
bluefish,[],[]
bluez-alsa,"[""alsa-plugins-bluealsa"",""bluealsa""]","[""alsa-plugins-bluealsa"",""bluealsa""]"
celluloid,"[""gnome-mpv""]",[]
chromaprint,[],[]
cinnamon,"[""cinnamon-minimal"",""desktop-notification-daemon"",""python3(Spices)"",""python3(cme)""]","[""desktop-notification-daemon"",""python3(Spices)"",""python3(cme)""]"
cinnamon-control-center,[],[]
cinnamon-desktop,[],[]
cinnamon-menus,"[""cinnamon-menus-common""]","[""cinnamon-menus-common""]"
cinnamon-meta,"[""cinnamon-full""]","[""cinnamon-full""]"
cinnamon-screensaver,"[""cinnamon-screensaver-module"",""screen-saver-engine"",""screen-saver-frontend""]","[""cinnamon-screensaver-module"",""screen-saver-frontend""]"
cinnamon-session,[],[]
cinnamon-settings-daemon,[],[]
cinnamon-translations,[],[]
clickhouse,"[""libclickhouse""]","[""libclickhouse""]"
console-bridge,[],[]
dart,[],[]
dbus,"[""dbus-userhelpers""]","[""dbus-userhelpers""]"
desktop-file-utils,[],[]
docs-alt-kworkstation,"[""docs-kworkstation""]","[""docs-kworkstation""]"
docs-simply-linux,[],[]
drbd-reactor,[],[]
drbd9,[],[]
exiv2,[],[]
expat,"[""expat-devel""]",[]
python3-module-raet,"[""rzsz""]","[""rzsz""]"
perl-Parse-Yapp,[],[]
perl-ParseLex,[],[]
perl-Passwd-Linux,[],[]
perl-PatchReader,[],[]
perl-Path-Class,[],[]
perl-Path-FindDev,[],[]
perl-Path-IsDev,[],[]
perl-Path-Iter,[],[]
perl-Path-Iterator-Rule,[],[]
perl-Path-Tiny,[],[]
perl-Pegex,[],[]
perl-Perl-Critic,[],[]
perl-Perl-Critic-Pulp,[],[]
perl-Perl-Destruct-Level,[],[]
perl-Perl-MinimumVersion,[],[]
perl-Perl-MinimumVersion-Fast,[],[]
perl-Perl-OSType,[],[]
perl-Perl-PrereqScanner,[],[]
perl-Perl-PrereqScanner-NotQuiteLite,[],[]
perl-Perl-Tags,[],[]
perl-Perl-Tidy,"[""perltidy""]","[""perltidy""]"
clamav-db-daily,[],[]
freemind,[],[]
freeradius,"[""freeradius-dictionary""]",[]
freespeech,[],[]
python3-module-num2words,[],[]
python3-module-numba,[],[]
python3-module-numdifftools,"[""python3(numdifftools)""]",[]
python3-module-numexpr,[],[]
python3-module-numpy-stl,"[""python3(stl)""]",[]
python3-module-oauth,[],[]
python3-module-oauth2client,[],[]
python3-module-oauthlib,[],[]
python3-module-oct2py,[],[]
python3-module-od,[],[]
python3-module-odf,[],[]
python3-module-odict,"[""python3(odict)""]","[""python3(odict)""]"
python3-module-onvif-zeep-async,[],[]
python3-module-openhomedevice,[],[]
python3-module-openid,[],[]
python3-module-openpyxl,"[""python3(openpyxl)""]",[]
python3-module-openshift,[],[]
python3-module-openssh-wrapper,[],[]
python3-module-openssl,"[""python3-module-OpenSSL""]",[]
python3-module-openstackclient,[],[]
python3-module-openstackdocstheme,[],[]
python3-module-openxmllib,"[""python3(openxmllib)""]","[""python3(openxmllib)""]"
python3-module-openzwave,[],[]
python3-module-orderedset,[],[]
python3-module-ore.xapian,"[""python3(ore)"",""python3(ore.xapian)""]","[""python3(ore.xapian)""]"
python3-module-os-api-ref,[],[]
python3-module-os-brick,[],[]
python3-module-os-client-config,[],[]
python3-module-os-ken,[],[]
python3-module-os-service-types,[],[]
python3-module-os-testr,[],[]
python3-module-os-traits,[],[]
python3-module-os-vif,[],[]
python3-module-os-win,[],[]
python3-module-os-xenapi,[],[]
python3-module-osc-lib,[],[]
python3-module-oslo-sphinx,[],[]
python3-module-oslo.cache,[],[]
python3-module-oslo.config,"[""python3(oslo)"",""python3-module-oslo-config"",""python3-module-oslo-config-doc""]","[""python3(oslo)"",""python3-module-oslo-config"",""python3-module-oslo-config-doc""]"
python3-module-oslo.db,"[""python-module-oslo-db-doc"",""python3-module-oslo-db""]","[""python-module-oslo-db-doc"",""python3-module-oslo-db""]"
python3-module-oslo.i18n,"[""python-module-oslo-i18n-doc"",""python3-module-oslo-i18n""]","[""python-module-oslo-i18n-doc""]"
python3-module-oslo.messaging,"[""python3-module-oslo-messaging"",""python3-module-oslo-messaging-doc""]","[""python3-module-oslo-messaging"",""python3-module-oslo-messaging-doc""]"
lmbench,[],[]
logtop,[],[]
logwatch,"[""libpng"",""libpng3-devel"",""libpng3-devel-static""]","[""libpng3-devel"",""libpng3-devel-static""]"
logwatch-smartarray,[],[]
loki,"[""loki-promtail""]","[""loki-promtail""]"
lomoco,[],[]
lopsus,[],[]
lordsawar,[],[]
lout,[],[]
love,[],[]
lp_solve,[],[]
lpairs,[],[]
lrzip,[],[]
lrzsz,"[""rzsz""]","[""rzsz""]"
klavaro,"[""perltidy""]","[""perltidy""]"
klibc,"[""perltidy""]","[""perltidy""]"
perl-Finance-Currency-Convert-Yahoo,[],[]
heroes-sdl,"[""heroes""]","[""heroes""]"
heroes-sound-tracks,[],[]
herrie,[],[]
hunspell-fr,[],[]
hunspell-fur,[],[]
ghostscript,"[""perltidy""]","[""perltidy""]"
gitea-act,"[""perltidy""]","[""perltidy""]"
glances,"[""perltidy""]","[""perltidy""]"
gtkwave,"[""perltidy""]","[""perltidy""]"
handbrake,"[""perltidy""]","[""perltidy""]"
installer-distro-simply-linux,"[""perltidy""]","[""perltidy""]"
installer-feature-simply-livecd,"[""perltidy""]","[""perltidy""]"
isbc-pkcs11,"[""perltidy""]","[""perltidy""]"
bird2,[],[]
bootloader-utils,[],[]
btrfs-progs,"[""\tbtrfs-progs-devel""]","[""\tbtrfs-progs-devel""]"
cups,"[""cups-common"",""cups-ddk"",""cups-devel"",""cups-libs"",""cups-ppd""]","[""cups-libs""]"
python3-module-oslo.privsep,[],[]
python3-module-oslo.reports,[],[]
python3-module-protobuf-socket-rpc,[],[]
python3-module-protobuf3,"[""python3(protobuf3)""]","[""python3(protobuf3)""]"
python3-module-proxmoxer,"[""python2.7(tests)`."",""python3(proxmoxer)""]","[""python2.7(tests)`."",""python3(proxmoxer)""]"
python3-module-py,"[""perltidy""]","[""perltidy""]"
apache2-mod_php8.1,"[""apache2-mod_php"",""php-engine""]","[""apache2-mod_php""]"
apache2-mod_php8.2,"[""apache2-mod_php"",""php-engine""]","[""apache2-mod_php""]"
fcl,[],[]
ffmpeg,"[""\tavplay"",""\tavprobe""]","[""\tavplay"",""\tavprobe""]"
freerdp,"[""dfbfreerdp"",""freerdp-devel""]","[""dfbfreerdp"",""freerdp-devel""]"
freeswitch,[],[]
fwupd,"[""fwupd-labels"",""fwupdate""]",[]
gav,[],[]
gerbera,[],[]
golang,"[""go"",""golang-godoc""]","[""golang-godoc""]"
gpupdate,[],[]
grafana,[],[]
postgresql14-tds_fdw,"[""perltidy""]","[""perltidy""]"
postgresql15-iplike,"[""perltidy""]","[""perltidy""]"
postgresql15-repmgr,"[""perltidy""]","[""perltidy""]"
postgresql_autodoc,"[""perltidy""]","[""perltidy""]"
postgrey,"[""perltidy""]","[""perltidy""]"
pound,"[""perltidy""]","[""perltidy""]"
povray,"[""perltidy""]","[""perltidy""]"
power-profiles-daemon,"[""perltidy""]","[""perltidy""]"
powerline-go,"[""perltidy""]","[""perltidy""]"
powermgmt-base,"[""perltidy""]","[""perltidy""]"
powermock,"[""perltidy""]","[""perltidy""]"
powershell,"[""perltidy""]","[""perltidy""]"
powertop,"[""perltidy""]","[""perltidy""]"
ppmtocpva,"[""perltidy""]","[""perltidy""]"
ppmtomd,"[""perltidy""]","[""perltidy""]"
ppp-common,"[""perltidy""]","[""perltidy""]"
pps-tools,"[""perltidy""]","[""perltidy""]"
pptp-client,"[""perltidy""]","[""perltidy""]"
pptpd,"[""perltidy""]","[""perltidy""]"
praat,"[""perltidy""]","[""perltidy""]"
pragha,"[""perltidy""]","[""perltidy""]"
prboom-plus,"[""perltidy""]","[""perltidy""]"
prelink,"[""perltidy""]","[""perltidy""]"
lsb-init,[],[]
lsb-release,[],[]
lsdbus,[],[]
lsdvd,[],[]
lshw,[],[]
lside,[],[]
lsmount,[],[]
lsnipes,[],[]
lsof,[],[]
lsofgraph,[],[]
lsp-plugins,[],[]
lss,[],[]
lsscsi,[],[]
lstorrent,[],[]
lsyncd,[],[]
lterm,[],[]
ltp-alt-lists,[],[]
ltrace,"[""\tavplay"",""\tavprobe""]","[""\tavplay"",""\tavprobe""]"
prescanic,"[""perltidy""]","[""perltidy""]"
priconfig,"[""perltidy""]","[""perltidy""]"
printer-driver-Xerox-Phaser-3200MFP,"[""perltidy""]","[""perltidy""]"
printer-driver-capt,"[""perltidy""]","[""perltidy""]"
printer-driver-lbp660,"[""perltidy""]","[""perltidy""]"
printer-driver-lxx74,"[""perltidy""]","[""perltidy""]"
kernel-image-mp,"[""perltidy""]","[""perltidy""]"
kernel-image-rpi-def,"[""perltidy""]","[""perltidy""]"
luajit-ppc64le,"[""perltidy""]","[""perltidy""]"
gem-kgio,"[""ruby-kgio""]",[]
keepassxc,"[""perltidy""]","[""perltidy""]"
1c-preinstall,[],[]
3proxy,[],[]
4ti2,"[""bundled(gnulib)""]","[""bundled(gnulib)""]"
7-zip,"[""7zz""]","[""7zz""]"
7colors,[],[]
7kaa,[],[]
9wm,[],[]
AGReader,[],[]
AcetoneISO2,"[""acetoneiso2""]","[""acetoneiso2""]"
AlephOne,[],[]
Ants,[],[]
ArxLibertatis,[],[]
BareBonesBrowserLaunch,[],[]
BlockHosts,[],[]
CGenius,[],[]
CQRlib,[],[]
CTK,[],[]
CUnit,[],[]
CVector,[],[]
CardManager,[],[]
ChowMatrix,[],[]
CloudCross,[],[]
CriticalMass,"[""critter""]","[""critter""]"
Cultivation,[],[]
CuraEngine,[],[]
DCC,[],[]
DSR,[],[]
ElectricFence,[],[]
FlightGear-data,"[""fgfs-data""]",[]
FlightGear-gettingstarted,[],[]
FlightGear-tu154b,[],[]
FreeAdhocUDF,[],[]
GLC_Player,[],[]
GLC_lib,[],[]
GLEW,[],[]
GLEW2.1,"[""libGLEW""]","[""libGLEW""]"
GTS,[],[]
GeoIP-ASNum,"[""/usr/share/GeoIP/GeoIPASNum.dat""]",[]
gz-cmake,[],[]
gz-common,[],[]
gz-fuel-tools,[],[]
gz-gui,[],[]
gz-math,[],[]
gz-msgs,[],[]
gz-physics,[],[]
gz-plugin,[],[]
gz-rendering,[],[]
kde5-kblog,[],[]
kde5-kcolorpicker,[],[]
printer-driver-magicolor2430dl,"[""perltidy""]","[""perltidy""]"
printer-driver-magicolor2530dl,"[""perltidy""]","[""perltidy""]"
printer-driver-magicolor5430dl,"[""perltidy""]","[""perltidy""]"
printer-driver-magicolor5440dl,"[""perltidy""]","[""perltidy""]"
printer-driver-oki,"[""perltidy""]","[""perltidy""]"
printer-driver-ptouch,"[""perltidy""]","[""perltidy""]"
printer-driver-rname,"[""perltidy""]","[""perltidy""]"
printer-driver-splix,"[""perltidy""]","[""perltidy""]"
printer-drivers,"[""perltidy""]","[""perltidy""]"
printer-testpages,"[""perltidy""]","[""perltidy""]"
printoxx,"[""perltidy""]","[""perltidy""]"
printrun,"[""perltidy""]","[""perltidy""]"
privoxy,"[""perltidy""]","[""perltidy""]"
procbench,"[""perltidy""]","[""perltidy""]"
procdump,"[""perltidy""]","[""perltidy""]"
procinfo-ng,"[""perltidy""]","[""perltidy""]"
procmail,"[""perltidy""]","[""perltidy""]"
procyon,"[""perltidy""]","[""perltidy""]"
profanity,"[""perltidy""]","[""perltidy""]"
professor-is-missing,"[""perltidy""]","[""perltidy""]"
profile-sync-daemon,"[""perltidy""]","[""perltidy""]"
proftpd,"[""perltidy""]","[""perltidy""]"
progress,"[""perltidy""]","[""perltidy""]"
progsreiserfs,"[""perltidy""]","[""perltidy""]"
proguard,"[""perltidy""]","[""perltidy""]"
proj-datumgrid,"[""perltidy""]","[""perltidy""]"
projectdb,"[""perltidy""]","[""perltidy""]"
projectlibre,"[""perltidy""]","[""perltidy""]"
prometeus,"[""perltidy""]","[""perltidy""]"
prometheus,"[""perltidy""]","[""perltidy""]"
prometheus-alertmanager,"[""perltidy""]","[""perltidy""]"
prometheus-blackbox_exporter,"[""perltidy""]","[""perltidy""]"
prometheus-jmx-exporter,"[""perltidy""]","[""perltidy""]"
prometheus-node_exporter,"[""perltidy""]","[""perltidy""]"
prometheus-snmp_exporter,"[""perltidy""]","[""perltidy""]"
fdclock,[],[]
dtc,[],[]
duf,[],[]
extra-cmake-modules,[],[]
fcoe-utils,[],[]
flacon,"[""flacon-qt5""]","[""flacon-qt5""]"
gbinder-python,[],[]
gcompris-qt,[],[]
GeoIP-Lite-City,"[""/usr/share/GeoIP/GeoLiteCity.dat""]",[]
GeoIP-Lite-Country,"[""/usr/share/GeoIP/GeoIP.dat""]",[]
GeoLite2-ASN,[],[]
GeoLite2-City,[],[]
GeoLite2-Country,[],[]
GpsTrip,[],[]
HdrHistogram,[],[]
I2util,[],[]
IPAddress,[],[]
Inventor,"[""InventorXt"",""InventorXt-devel."",""and""]","[""InventorXtandInventorXt-devel.""]"
KoLmafia,[],[]
KoboDeluxe,[],[]
Kvantum,[],[]
LibreOffice-extension-CyrillicTools,[],[]
libstaroffice,[],[]
libstemmer,[],[]
libstfl0,[],[]
libstroke,[],[]
libstrophe,[],[]
python3-module-oslo.policy,[],[]
python3-module-oslo.serialization,"[""python-module-oslo-serialization-doc"",""python3-module-oslo-serialization""]","[""python-module-oslo-serialization-doc"",""python3-module-oslo-serialization""]"
python3-module-oslo.service,[],[]
python3-module-oslo.upgradecheck,[],[]
python3-module-oslo.versionedobjects,[],[]
python3-module-oslo.vmware,"[""python3-module-oslo-vmware""]","[""python3-module-oslo-vmware""]"
python3-module-oslotest,"[""python3(oslotest)""]",[]
python3-module-osprofiler,[],[]
python3-module-otr,[],[]
python3-module-outcome,[],[]
python3-module-ovirt-engine-sdk,[],[]
python3-module-ovsdbapp,[],[]
python3-module-paginate,"[""python3(paginate)""]",[]
python3-module-paho,[],[]
python3-module-pallets-sphinx-themes,[],[]
python3-module-pamqp,"[""python3(pamqp)""]",[]
python3-module-pandas,[],[]
python3-module-pandocfilters,[],[]
python3-module-parallax,[],[]
python3-module-parameterized,[],[]
python3-module-paramiko,[],[]
python3-module-parse,[],[]
python3-module-parsedatetime,[],[]
python3-module-parso,[],[]
bash-defaults,"[""/bin/bash"",""/bin/sh"",""/usr/lib/bash""]","[""/bin/sh,/usr/lib/bash""]"
lrmi,[],[]
libpqxx,[],[]
libpreludedb,"[""bundled(gnulib)"",""python-modules-libpreludedb""]","[""bundled(gnulib)"",""python-modules-libpreludedb""]"
libproj,"[""proj-devel""]",[]
libprojectM,[],[]
libksba-gost,"[""libksba(gost)""]",[]
icon-slicer,[],[]
icon-theme-adwaita,"[""adwaita-icon-theme""]",[]
icon-theme-deepin,[],[]
icon-theme-faenza,[],[]
icon-theme-faenza-blue,[],[]
hunspell-gd,[],[]
hunspell-gl,[],[]
hunspell-grc,[],[]
hunspell-gv,[],[]
hunspell-haw,[],[]
hunspell-hi,[],[]
hunspell-hr,[],[]
hunspell-hsb,[],[]
hunspell-hu,[],[]
hunspell-hy,[],[]
hunspell-ia,[],[]
hunspell-is,[],[]
hunspell-it,[],[]
hunspell-kk,[],[]
python3-module-packaging,[],[]
libsvm,[],[]
libsx,"[""sx""]","[""sx""]"
python3-module-passlib,[],[]
python3-module-passwdqc,[],[]
python3-module-paste,"[""python3(Paste)""]",[]
python3-module-patch-ng,[],[]
python3-module-pathlib2,[],[]
python3-module-pathod,"[""python3(libpathod)""]","[""python3(libpathod)""]"
python3-module-pathtools,[],[]
python3-module-patiencediff,[],[]
python3-module-patsy,[],[]
python3-module-pbkdf2,[],[]
python3-module-pbr,[],[]
python3-module-pcap,[],[]
python3-module-pecan,[],[]
python3-module-peewee,"[""python-module-peewee""]",[]
python3-module-pefile,[],[]
python3-module-pelican,"[""python-module-pelican""]",[]
python3-module-pem,[],[]
python3-module-pep517,[],[]
python3-module-peppercorn,"[""python3(peppercorn)""]",[]
python3-module-periphery,[],[]
python3-module-persistent,"[""python3(persistent.TimeStamp)""]",[]
python3-module-pexif,"[""python3(pexif)""]","[""python3(pexif)""]"
python3-module-pg8000,"[""python3(pg8000)""]",[]
python3-module-phonon,[],[]
python3-module-pies,"[""python3(pies)""]","[""python3(pies)""]"
python3-module-piexif,[],[]
python3-module-pika,[],[]
python3-module-pika-pool,[],[]
python3-module-psd-tools,[],[]
python3-module-psd2svg,[],[]
python3-module-psutil,[],[]
python3-module-psycopg2,[],[]
python3-module-psycopg2cffi,"[""python3(psycopg2cffi)""]",[]
python3-module-publicsuffix,[],[]
python3-module-purl,"[""python3(purl)""]",[]
python3-module-pyPEG2,[],[]
python3-module-pyScss,"[""python3(pyScss)""]","[""python3(pyScss)""]"
libsysstat,[],[]
libt1ha,[],[]
libta-lib,[],[]
libtag,"[""taglib"",""taglib-devel""]","[""taglib""]"
libtalloc,"[""libpytalloc"",""libpytalloc-devel""]",[]
libtar,"[""libdxcompiler""]","[""libdxcompiler""]"
libtarsnap-scrypt,[],[]
promu,[],[]
properties-maven-plugin,[],[]
prosody,[],[]
hunspell-kn,[],[]
hunspell-ko,[],[]
hunspell-ku,[],[]
hunspell-la,[],[]
hunspell-lb,[],[]
hunspell-ln,[],[]
hunspell-mai,[],[]
hunspell-mg,[],[]
hunspell-mi,[],[]
hunspell-mk,[],[]
hunspell-ml,[],[]
hunspell-mn,[],[]
hunspell-mos,[],[]
hunspell-mr,[],[]
hunspell-ms,[],[]
hunspell-mt,[],[]
hunspell-nds,[],[]
hunspell-ne,[],[]
hunspell-nl,[],[]
hunspell-nr,[],[]
hunspell-nso,[],[]
hunspell-ny,[],[]
hunspell-oc,[],[]
hunspell-om,[],[]
hunspell-or,[],[]
hunspell-pa,[],[]
hunspell-pl,[],[]
hunspell-pt,[],[]
hunspell-qu,[],[]
hunspell-quh,[],[]
hunspell-ro,[],[]
hunspell-rw,[],[]
propagator,[],[]
gem-graphql,[],[]
gem-graphql-batch,[],[]
gem-gridster-rails,[],[]
gem-gssapi,[],[]
pear-Benchmark,[],[]
pear-Cache_Lite,[],[]
pear-CodeGen,[],[]
pear-CodeGen_MySQL,[],[]
pear-CodeGen_PECL,[],[]
pear-Config,[],[]
pear-ConsoleTools,[],[]
pear-Console_Color,[],[]
pear-Contact_Vcard_Parse,[],[]
pear-Crypt_CBC,[],[]
pear-Crypt_CHAP,[],[]
pear-Crypt_HMAC,[],[]
pear-Crypt_RSA,[],[]
pear-Crypt_Xtea,[],[]
pear-DBA,[],[]
pear-DB_DataObject,[],[]
pear-DB_NestedSet,[],[]
pear-DB_Pager,[],[]
python3-module-random2,[],[]
python3-module-rapidfuzz,[],[]
python3-module-rasterio,"[""python3(rasterio)""]",[]
python3-module-ratelim,"[""python3(ratelim)""]",[]
python3-module-rdflib,[],[]
python3-module-rebulk,[],[]
python3-module-rebus,"[""python3(rebus)""]","[""python3(rebus)""]"
python3-module-recaptcha-client,[],[]
python3-module-recommonmark,[],[]
python3-module-reedsolo,[],[]
python3-module-regex,[],[]
python3-module-relatorio,"[""python2.7(relatorio)""]",[]
python3-module-releases,[],[]
python3-module-remoto,[],[]
python3-module-rencode,[],[]
python3-module-reno,[],[]
python3-module-repoze.browserid,[],[]
python3-module-repoze.component,[],[]
python3-module-repoze.configuration,[],[]
python3-module-repoze.cssutils,[],[]
python3-module-repoze.debug,[],[]
python3-module-repoze.django,[],[]
python3-module-repoze.errorlog,[],[]
python3-module-repoze.evolution,[],[]
python3-module-repoze.filesafe,[],[]
python3-module-repoze.lru,[],[]
protobuf-c,"[""libprotobuf-c""]",[]
protocol,[],[]
protoparser,[],[]
proxmox-backup,"[""pve-backup-client"",""pve-backup-file-restore"",""pve-backup-server""]",[]
proxmox-websocket-tunnel,[],[]
proxychains-ng,"[""proxychains""]",[]
ps_mem,[],[]
psensor,[],[]
psi,"[""psi0.11""]","[""psi0.11""]"
psi-plus,[],[]
psi-plus-l10n,[],[]
arduino,[],[]
hunspell-sc,[],[]
hunspell-se,[],[]
hunspell-shs,[],[]
hunspell-smj,[],[]
libcue,[],[]
firmware-p54,[],[]
firmware-prism54,[],[]
firmware-psb,[],[]
firmware-ql6312,[],[]
firmware-zd1211,[],[]
firstbootwizard,[],[]
firsttime-extend-home,[],[]
fix-mime-charset,[],[]
fixbashisms,[],[]
flac123,[],[]
flac2mp3,[],[]
flam3,[],[]
flamegraph,[],[]
flamerobin,[],[]
flameshot,[],[]
flare-engine,[],[]
flare-game,"[""flare"",""flare-data""]",[]
flashrom,[],[]
flatbuffers,[],[]
flatcam,[],[]
flatpak-repo-flathub,[],[]
flaw,[],[]
flawfinder,[],[]
fldigi,[],[]
fleet,[],[]
fleet-commander-admin,[],[]
fleet-commander-client,[],[]
flex,[],[]
flexdock,[],[]
flight-of-the-amazon-queen,[],[]
flight-of-the-amazon-queen-cd,[],[]
flite,[],[]
fakeroot,[],[]
faketime,[],[]
gz-sim,[],[]
bashdb,[],[]
bashrc,[],[]
basqet,[],[]
bastet,[],[]
bat,[],[]
battray,[],[]
bb,[],[]
bbc-vamp-plugins,[],[]
bbe,[],[]
bbswitch,"[""python3(portal)""]","[""python3(portal)""]"
bc,[],[]
bcache-tools,[],[]
bcc,[],[]
bcel,[],[]
bchunk,[],[]
bcrypt,[],[]
bcunit,[],[]
bdfresize,[],[]
bdftopcf,[],[]
bdrsync,[],[]
bdsync,[],[]
bean-validation-api,[],[]
bean-validation-api1,[],[]
beansbinding,[],[]
beanstalkd,[],[]
bear,[],[]
bedup,[],[]
beebeep,[],[]
beegen,[],[]
beep-speaker,[],[]
bees,[],[]
bemenu,[],[]
beneath-a-steel-sky,"[""bass""]","[""bass""]"
beneath-a-steel-sky-cd,[],[]
berusky,[],[]
berusky-data,[],[]
bessel,[],[]
beust-jcommander,[],[]
beust-jcommander1.71,[],[]
bfgminer,[],[]
bgpq3,[],[]
biber,[],[]
biblesync,[],[]
bibletime,[],[]
bidilink,[],[]
biew,[],[]
bijiben,[],[]
biloba,[],[]
bin2iso,[],[]
bind-control,[],[]
python3-module-repoze.mailin,"[""python3(repoze.mailin)""]","[""python3(repoze.mailin)""]"
python3-module-repoze.monty,[],[]
python3-module-repoze.profile,[],[]
python3-module-repoze.retry,[],[]
bindex,[],[]
bindfs,[],[]
bing,[],[]
biniax2,[],[]
binkd,[],[]
binlog2sql,[],[]
binwalk,[],[]
biosig,[],[]
bird,[],[]
birdtray,[],[]
birq,[],[]
bison,"[""byacc""]",[]
bitcoin,[],[]
bitlbee,[],[]
flow-tools-ng,"[""flow-tools""]",[]
flowblade,[],[]
flpsed,[],[]
fluent-bit,[],[]
fluid,[],[]
fluidsynth,"[""libiiwusynth-devel-static""]","[""libiiwusynth-devel-static""]"
flute,[],[]
fluxbox,[],[]
fmio,[],[]
fmit,[],[]
fmpp,[],[]
focuswriter,[],[]
foldoc,[],[]
foliate,[],[]
font-manager,[],[]
fontconfig-disable-type1-font-for-assistant,[],[]
fontdump,[],[]
fontforge,[],[]
fontmatrix,[],[]
fontpackages,[],[]
fonts-bitmap-artwiz-aleczapka,[],[]
fonts-bitmap-baekmuk,[],[]
fonts-bitmap-cyr_rfx-cp1251,"[""XFree86-cyr_rfx-fonts-cp1251"",""cyr_rfx-windows-1251""]","[""XFree86-cyr_rfx-fonts-cp1251"",""cyr_rfx-windows-1251""]"
fonts-bitmap-cyr_rfx-iso10646-0400,"[""XFree86-cyr_rfx-fonts-iso10646-0400""]","[""XFree86-cyr_rfx-fonts-iso10646-0400""]"
