name,data
gadmin-httpd,[]
gadmin-proftpd,[]
gadmin-rsync,[]
gadmin-squid,[]
gaffitter,[]
gajim,[]
galaxis,[]
galculator,[]
galera,[]
gamazons,[]
gambas,"["" \tgambas"",""        gambas-examples"",""        gambas-full"",""        gambas3"",""       gambas-examples"",""       gambas-full"",""       gambas3"",""   gambas3-devel"",""   gambas3-examples"",""   gambas3-full"",""   gambas3-gb-args"",""   gambas3-gb-cairo"",""   gambas3-gb-chart"",""   gambas3-gb-clipper"",""   gambas3-gb-complex"",""   gambas3-gb-compress"",""   gambas3-gb-crypt"",""   gambas3-gb-data"",""   gambas3-gb-db"",""   gambas3-gb-db-form"",""   gambas3-gb-db-mysql"",""   gambas3-gb-db-odbc"",""   gambas3-gb-db-postgresql"",""   gambas3-gb-db-sqlite3"",""   gambas3-gb-dbus"",""   gambas3-gb-desktop"",""   gambas3-gb-desktop-gnome"",""   gambas3-gb-eval-highlight"",""   gambas3-gb-form"",""   gambas3-gb-form-dialog"",""   gambas3-gb-form-editor"",""   gambas3-gb-form-mdi"",""   gambas3-gb-form-print"",""   gambas3-gb-form-stock"",""   gambas3-gb-form-terminal"",""   gambas3-gb-gmp"",""   gambas3-gb-gsl"",""   gambas3-gb-gtk"",""   gambas3-gb-gtk-opengl"",""   gambas3-gb-gtk3"",""   gambas3-gb-gui"",""   gambas3-gb-httpd"",""   gambas3-gb-image"",""   gambas3-gb-image-effect"",""   gambas3-gb-image-imlib"",""   gambas3-gb-image-io"",""   gambas3-gb-inotify"",""   gambas3-gb-jit"",""   gambas3-gb-logging"",""   gambas3-gb-map"",""   gambas3-gb-markdown"",""   gambas3-gb-media"",""   gambas3-gb-memcached"",""   gambas3-gb-mime"",""   gambas3-gb-ncurses"",""   gambas3-gb-net"",""   gambas3-gb-net-curl"",""   gambas3-gb-net-pop3"",""   gambas3-gb-net-smtp"",""   gambas3-gb-openal"",""   gambas3-gb-opengl"",""   gambas3-gb-opengl-glsl"",""   gambas3-gb-opengl-glu"",""   gambas3-gb-opengl-sge"",""   gambas3-gb-openssl"",""   gambas3-gb-option"",""   gambas3-gb-pcre"",""   gambas3-gb-pdf"",""   gambas3-gb-qt4"",""   gambas3-gb-qt4-ext"",""   gambas3-gb-qt4-opengl"",""   gambas3-gb-qt4-webkit"",""   gambas3-gb-qt5"",""   gambas3-gb-qt5-ext"",""   gambas3-gb-qt5-opengl"",""   gambas3-gb-qt5-webkit"",""   gambas3-gb-report"",""   gambas3-gb-report2"",""   gambas3-gb-scanner"",""   gambas3-gb-sdl"",""   gambas3-gb-sdl-sound"",""   gambas3-gb-sdl2"",""   gambas3-gb-sdl2-audio"",""   gambas3-gb-settings"",""   gambas3-gb-signal"",""   gambas3-gb-term"",""   gambas3-gb-test"",""   gambas3-gb-util"",""   gambas3-gb-util-web"",""   gambas3-gb-v4l"",""   gambas3-gb-vb"",""   gambas3-gb-web"",""   gambas3-gb-xml"",""   gambas3-gb-xml-html"",""   gambas3-gb-xml-libxml"",""   gambas3-gb-xml-rpc"",""   gambas3-gb-xml-xslt"",""   gambas3-ide"",""   gambas3-runtime"",""   gambas3-scripter"",""  gambas3-devel"",""  gambas3-examples"",""  gambas3-full"",""  gambas3-gb-args"",""  gambas3-gb-cairo"",""  gambas3-gb-chart"",""  gambas3-gb-clipper"",""  gambas3-gb-complex"",""  gambas3-gb-compress"",""  gambas3-gb-crypt"",""  gambas3-gb-data"",""  gambas3-gb-db"",""  gambas3-gb-db-form"",""  gambas3-gb-db-mysql"",""  gambas3-gb-db-odbc"",""  gambas3-gb-db-postgresql"",""  gambas3-gb-db-sqlite3"",""  gambas3-gb-dbus"",""  gambas3-gb-desktop"",""  gambas3-gb-desktop-gnome"",""  gambas3-gb-eval-highlight"",""  gambas3-gb-form"",""  gambas3-gb-form-dialog"",""  gambas3-gb-form-editor"",""  gambas3-gb-form-mdi"",""  gambas3-gb-form-print"",""  gambas3-gb-form-stock"",""  gambas3-gb-form-terminal"",""  gambas3-gb-gmp"",""  gambas3-gb-gsl"",""  gambas3-gb-gtk"",""  gambas3-gb-gtk-opengl"",""  gambas3-gb-gtk3"",""  gambas3-gb-gui"",""  gambas3-gb-httpd"",""  gambas3-gb-image"",""  gambas3-gb-image-effect"",""  gambas3-gb-image-imlib"",""  gambas3-gb-image-io"",""  gambas3-gb-inotify"",""  gambas3-gb-jit"",""  gambas3-gb-logging"",""  gambas3-gb-map"",""  gambas3-gb-markdown"",""  gambas3-gb-media"",""  gambas3-gb-memcached"",""  gambas3-gb-mime"",""  gambas3-gb-ncurses"",""  gambas3-gb-net"",""  gambas3-gb-net-curl"",""  gambas3-gb-net-pop3"",""  gambas3-gb-net-smtp"",""  gambas3-gb-openal"",""  gambas3-gb-opengl"",""  gambas3-gb-opengl-glsl"",""  gambas3-gb-opengl-glu"",""  gambas3-gb-opengl-sge"",""  gambas3-gb-openssl"",""  gambas3-gb-option"",""  gambas3-gb-pcre"",""  gambas3-gb-pdf"",""  gambas3-gb-qt4"",""  gambas3-gb-qt4-ext"",""  gambas3-gb-qt4-opengl"",""  gambas3-gb-qt4-webkit"",""  gambas3-gb-qt5"",""  gambas3-gb-qt5-ext"",""  gambas3-gb-qt5-opengl"",""  gambas3-gb-qt5-webkit"",""  gambas3-gb-report"",""  gambas3-gb-report2"",""  gambas3-gb-scanner"",""  gambas3-gb-sdl"",""  gambas3-gb-sdl-sound"",""  gambas3-gb-sdl2"",""  gambas3-gb-sdl2-audio"",""  gambas3-gb-settings"",""  gambas3-gb-signal"",""  gambas3-gb-term"",""  gambas3-gb-test"",""  gambas3-gb-util"",""  gambas3-gb-util-web"",""  gambas3-gb-v4l"",""  gambas3-gb-vb"",""  gambas3-gb-web"",""  gambas3-gb-xml"",""  gambas3-gb-xml-html"",""  gambas3-gb-xml-libxml"",""  gambas3-gb-xml-rpc"",""  gambas3-gb-xml-xslt"",""  gambas3-ide"",""  gambas3-runtime"",""  gambas3-scripter""]"
ceph-deploy,[]
kde5-digikam,"[""  digikam"",""  kde4-digikam"",""  libdigikamcore7.6.0"",""  libdigikamdatabase7.6.0"",""  libdigikamgui7.6.0""]"
kde5-haruna,"["" kde5-haruna-youtube-player"","" kde5-haruna-youtube-player-youtubedl"","" kde5-haruna-youtube-player-ytdlp""]"
kde5-kdsoap,[]
kde5-kio-extras,"[""  kf5-kio-extras""]"
kde5-ktextaddons,[]
kdenlive,[]
keepass,[]
kernel-image-rt,"[""  kernel"",""  kernel-headers""]"
kernel-image-std-def,"[""   kernel-modules-alsa"",""   kernel-modules-drm-5.10.186-std-def-alt1"",""   kernel-modules-drm-ancient-5.10.186-std-def-alt1"",""   kernel-modules-drm-nouveau-5.10.186-std-def-alt1"",""   kernel-modules-ide-5.10.186-std-def-alt1"",""   kernel-modules-staging-5.10.186-std-def-alt1"",""   kernel-modules-v4l-std-def"",""  kernel"",""  kernel-headers"",""  kernel-modules-drbd83-std-def"",""  kernel-modules-eeepc-std-def"",""  kernel-modules-igb-std-def"",""  kernel-modules-kvm-5.10.186-std-def-alt1"",""  kernel-modules-kvm-std-def"","" kernel-headers (#5872)."","" kernel-modules-drm-%flavour for compatibility.""]"
kernel-image-un-def,"[""   kernel-modules-v4l-un-def"",""  kernel"",""  kernel-headers"",""  kernel-modules-alsa"",""  kernel-modules-drbd83-un-def"",""  kernel-modules-eeepc-un-def"",""  kernel-modules-igb-un-def"",""  kernel-modules-ipset-un-def"",""  kernel-modules-kvm-un-def"","" kernel-headers (#5872)."","" kernel-modules-drm-%flavour for compatibility.""]"
kernel-modules-LiME-std-def,"[""  kernel-modules-LiME-5.10.186-std-def-alt1""]"
kernel-modules-LiME-un-def,"[""  kernel-modules-LiME-6.1.38-un-def-alt1""]"
alterator-control,[]
kernel-modules-accel-ppp-std-def,"[""  kernel-modules-accel-ppp-5.10.186-std-def-alt1""]"
kernel-modules-accel-ppp-un-def,"[""  kernel-modules-accel-ppp-6.1.38-un-def-alt1""]"
kernel-modules-anbox-un-def,"[""   kernel-modules-anbox-6.1.38-un-def-alt1""]"
kernel-modules-bcmwl-std-def,"[""  kernel-modules-bcmwl-5.10.186-std-def-alt1""]"
kernel-modules-bcmwl-un-def,"[""  kernel-modules-bcmwl-6.1.38-un-def-alt1""]"
kernel-modules-ch34x-std-def,"[""  kernel-modules-ch34x-5.10.186-std-def-alt1""]"
kernel-modules-dm-secdel-std-def,"[""   kernel-modules-dm-secdel-5.10.186-std-def-alt1""]"
libQGLViewer,[]
libSDL-sge,[]
libSDL_gfx,[]
libSDL_pango,[]
libSM,[]
libXScrnSaver,[]
libXau,[]
libXaw,[]
libXaw3d,"["" Xaw3d"","" Xaw3d-devel""]"
libXcm,[]
libXcomposite,[]
libXcursor,[]
libXdamage,[]
libXdmcp,[]
libXevie,[]
libXext,[]
libXfixes,[]
libXfont,[]
libXfont2,[]
libXft,[]
libXi,[]
libXinerama,[]
libXmu,[]
libXp,[]
libXpresent,[]
libXrandr,[]
libXrender,[]
libXres,[]
libXt,[]
libXtst,[]
libXv,[]
libXvMC,[]
libXxf86dga,[]
libXxf86misc,[]
libXxf86vm,[]
libaacs,[]
libaal,[]
libabigail,"[""  libabigail"",""  libabigail-doc""]"
libabseil-cpp,[]
libabw,[]
libaccounts-glib,[]
libaccounts-qt,"[""        libaccounts-qt5-doc"",""       libaccounts-qt-qt5"",""       libaccounts-qt-qt5-devel"",""       libaccounts-qt5-doc""]"
libacpi,[]
libadime,[]
libadplug,[]
libadwaita,[]
libaesgm,[]
libaff,[]
libaften,[]
libaio,[]
tpb,[]
tpm2-abrmd,[]
tpm2-pkcs11,"[""  tpm2-pkcs11-tools""]"
tpm2-tools,[]
tpm2-tss,[]
tqtinterface,[]
trac-spawn-fcgi,[]
tracemap,[]
traceroute,"[""  tcptraceroute""]"
trackballs,[]
trackballs-music,[]
tracker,"[""  gir(Tracker)"",""  nautilus-tracker"",""  tracker-search-tool"","" libtracker-client"","" libtracker-client-devel""]"
tracker-miners,[]
tracker-miners3,"[""  tracker3-miners""]"
tracker3,"[""  gir(Tracker)"","" libtracker3-client-devel"","" tracker-sandbox tracker3-sandbox""]"
trackermusic-mime-info,[]
trafshow,[]
transconnect,[]
transfig,[]
transgui,[]
translate-shell,[]
translate-toolkit,"["" python-module-translate""]"
transmission,"[""  Transmission"",""  transmission-gui"","" transmission-benc2php"","" transmission-proxy""]"
transset,[]
tray_mixer_plus,[]
trayer,[]
tre,[]
tree,[]
tree-sitter,[]
treelayout,[]
treeline,[]
tremulous,"[""  tremulous-client""]"
tremulous-data,[]
treplo,[]
triangle,[]
trickle,[]
trikStudio,[]
trikStudioJunior,[]
trilead-ssh2,"[""  bundled(jbcrypt)""]"
trimage,[]
trinity-filesystem,[]
tripso,[]
trmltools,[]
trojita,[]
trophy,[]
trousers,[]
trove4j,[]
trowser,[]
trsec,[]
truecommons-parent,"["" \tschlichtherle-oss-parent""]"
trustedqsl,[]
trustme,[]
tsl,[]
tsocks,[]
ttaenc,[]
ttembed,[]
ttf2pt1,[]
ttfautohint,"[""       bundled(gnulib)""]"
ttmkfdir,[]
tts-base,[]
tty-clock,[]
tty-solitaire,[]
ttyrec,[]
kpcli,[]
kr-sphinx-themes,[]
kraft,[]
alterator-control%2B%2B,[]
krb5,"[""  krb5-clients"",""  krb5-libs"",""  krb5-server"",""  krb5-services"",""  krb5-workstation""]"
krb5-auth-dialog,[]
krb5user,"[""  python2.7-module-krb5user""]"
kseg,[]
kseg-qt4,[]
ksmtuned,[]
ksnip,[]
kstart,[]
ktechlab,[]
ktoblzcheck,[]
kuklomenos,[]
kukushka-clock,[]
kumir2,[]
kumoworks,[]
kup,[]
kuzya,[]
kvm-on-demand,[]
kvmtool,[]
kxml,"[""  kxml2""]"
kyotocabinet,[]
labplot,[]
lacewing,[]
ladspa-blop-plugins,[]
ladspa-caps-plugins,"[""        caps"",""       caps"",""  ladspa-caps""]"
ladspa-flattendynamics,[]
ladspa-guitar-doc,[]
ladspa-guitar-preamp,[]
ladspa-guitar-super-60,[]
ladspa-guitar-unmatched,[]
ladspa-mcp-plugins,"[""  ladspa-moogvcf-plugins"","" ladspa-moogvcf-plugins""]"
ladspa-moogvcf-plugins,[]
ladspa-rev-plugins,[]
ladspa-swh-plugins,[]
ladspa-tap-plugins,[]
ladspa-vco-plugins,[]
ladspa_sdk,[]
laf-plugin,[]
lam,[]
lame,[]
lamp-server,[]
lancer,[]
lanmessenger,[]
lapack,"[""  liblapack-goto"","" blas-goto-man"","" lapack-goto-man"","" liblapack-goto-devel"","" liblapack3""]"
lapackpp,[]
laptop-mode-tools,[]
larswm,[]
lasem,[]
lash,"[""  lash-devel""]"
lasso,"[""  lasso"",""  lasso-devel"",""  lasso-php"",""  lasso-python""]"
lastbash,[]
lastlog-notification,[]
latencytop,[]
latex2html,[]
latex2rtf,[]
latte-dock,[]
lavaps,[]
lazarus,"[""    lazarus-docs"",""    lazarus-examples"",""   lazarus-docs"",""   lazarus-examples"","" lazarus-lcl""]"
lbdb,[]
lbreakout2,[]
lbuscd,[]
lcab,[]
lcal,[]
lcd-image-converter,[]
lcdf-typetools,[]
lcdproc,[]
lcdtest,[]
lcov,[]
ldap-user-tools,[]
ldapexplorertool2,[]
ldapjdk,"[""  ldapsdk""]"
ldapsh,[]
ldapvi,[]
ldd-requires,[]
ldns,"[""  ldns""]"
leafnode,[]
leafpad,[]
ledger,[]
ledmon,[]
lego-mindstorms-udev-rules,[]
leiningen,[]
leocad,[]
leocad-data,[]
lessjs,[]
lesstif,"[""  lessdox"",""  motif, lesstif-compat"",""  motif-devel, lesstif-devel-compat"",""  motif-devel-static, lesstif-devel-compat-static"","" lessdox"","" lesstif-compat"","" lesstif-devel-compat"","" lesstif-devel-compat-static"","" motif-clients"","" motif-mwm""]"
lexmark2070,[]
lexmark7000linux,[]
lf,[]
lfm,[]
lft,"["" fft""]"
lftp,[]
lgeneral,"["" pg-data""]"
lgeo,[]
lgi,[]
lha,[]
lib3ds,[]
lib3mf,[]
lib7zip,[]
libAfterImage,"[""       libAfterImage-devel""]"
libAllegroOGG,"[""  AllegroOGG"",""  AllegroOGG-devel""]"
libArcus,"["" python3(Arcus)""]"
alt-desktop-wallpapers,[]
alt-docs-apache2,[]
alt-docs-genextras,[]
alt-docs-xsl,[]
alt-domain-server,"["" installer-feature-setup-openldap""]"
alt-entities,[]
alt-gpgkeys,[]
alt-issue,"[""  alt-issue-server-v""]"
alt-os-release,[]
alt-tasks,[]
alt-test,[]
alt-uefi-certs,"["" alt-uefi-keys alt-uefi-keys-private""]"
alterator-alternatives,[]
alterator-audit,[]
alterator-auth-token,[]
alterator-beancounters,[]
alterator-bird,[]
alterator-bro,[]
alterator-browser-gui-common,[]
alterator-ca,[]
alterator-cd2,[]
alterator-clamav,[]
alterator-console,[]
alterator-controlpp,[]
alterator-cyrus,[]
alterator-datetime,"[""  alterator-openntpd"",""  alterator-tzone"","" alterator-openntpd"","" alterator-tzone""]"
alterator-dbus,[]
alterator-ddos,[]
alterator-default-configs,[]
alterator-deploy,[]
alterator-dhcp,[]
alterator-distro-chainmail,[]
alterator-distro-office-server,"[""  alterator-office-server"","" alterator-office-server""]"
alterator-drweb,[]
alterator-etcgit,[]
alterator-fbi,"[""  ahttpd"",""  alterator-ahttpd"",""  alterator-http"",""  httpd-alterator"","" alterator-etcgit-bar"","" alterator-http, ahttpd, httpd-alterator, alterator-ahttpd""]"
alterator-firsttime,[]
alterator-gpupdate,[]
alterator-groups,[]
alterator-hw-functions,[]
alterator-kdc,[]
alterator-kiosk,[]
alterator-ldap-groups,"[""   alterator-ldap-groups-school-server"",""  alterator-ldap-groups-school-server""]"
alterator-ldap-users,[]
alterator-lilo,[]
alterator-limits,[]
alterator-livecd,[]
alterator-logs,[]
alterator-lookout,[]
alterator-luks,[]
alterator-mass-management,[]
alterator-mastercontrol,[]
alterator-mirror,[]
alterator-mkimage,[]
alterator-multiseat,[]
alterator-mysql-functions,[]
alterator-nagios-secondary,[]
alterator-net-bond,[]
alterator-net-bridge,[]
alterator-net-domain,[]
alterator-net-eth,"[""  alterator-backend-simple_etcnet"",""  alterator-net-general"",""  alterator-net-tcp"",""  alterator-network"","" alterator-backend-simple_etcnet"","" alterator-net-general"","" alterator-net-tcp"","" alterator-network""]"
alterator-net-functions,"[""  alterator-net-common"","" alterator-net-common""]"
alterator-net-l2tp,[]
alterator-net-openvpn,[]
alterator-net-pppoe,[]
alterator-net-pptp,[]
alterator-net-routing,[]
alterator-net-shares,[]
alterator-net-vlan,[]
alterator-net-wifi,[]
alterator-netinst,[]
alterator-notes,"[""  alterator-license"","" alterator-license""]"
alterator-officer,[]
alterator-openldap,[]
alterator-openldap-functions,[]
alterator-openvpn-server,[]
alterator-openvpn-sh-functions,[]
alterator-osec,[]
alterator-packages,[]
alterator-perl-functions,"["" perl-Alterator-Backend3""]"
alterator-php-functions,[]
alterator-pkcs11,[]
alterator-ports-access,[]
alterator-postfix-dovecot,[]
alterator-postinstall,[]
alterator-printers,[]
alterator-pve,[]
alterator-quota,[]
alterator-rd,[]
alterator-role,[]
alterator-root,[]
alterator-secsetup,[]
alterator-selinux-users,[]
alterator-service-functions,[]
alterator-services,[]
alterator-setup-kworkstation,[]
alterator-setup-welcome,[]
alterator-sh-functions,[]
alterator-shapercontrol,[]
alterator-snort,[]
alterator-squid,[]
alterator-squidmill,[]
alterator-sshd,[]
alterator-sslkey,[]
alterator-standalone,"[""  acc"",""  alterator-profile"",""  alterator-standalone-usermode"","" acc, alterator-profile, alterator-standalone-usermode""]"
alterator-sysinfo,[]
alterator-tc-lock,[]
alterator-tc-reset,[]
alterator-tc-update,[]
alterator-trust,[]
alterator-ulogd,[]
alterator-update-kernel,[]
alterator-updates,[]
alterator-users,"[""  alterator-backend-local_users"","" alterator-backend-local_users""]"
alterator-vnc,[]
alterator-vsftpd,[]
alterator-witchery,[]
alterator-wizardface,"[""  alterator-wizard"","" alterator-wizard""]"
alterator-xinetd,[]
alterator-zabbix-node,[]
alterator-zram-swap,[]
alternatives,"[""  libalternatives"",""  libalternatives-devel"",""  libalternatives-devel-static"","" /etc/alternatives/packages.d"","" libalternatives, libalternatives-devel, libalternatives-devel-static""]"
apache-commons-io,[]
apache-commons-javaflow,"[""        jakarta-commons-javaflow""]"
apache-commons-jci,[]
apache-commons-jexl,"[""        commons-jexl"",""        commons-jexl-javadoc""]"
apache-commons-jxpath,[]
sdlaplay,[]
altlinux-freedesktop-menu,"[""  altlinux-freedesktop-menu-gnome"",""  gnome-menus"",""  gnome-menus-default"",""  kde4-freedesktop-menu"",""  lxde-lxmenu-data"","" altlinux-freedesktop-menu-gnomish-menu"","" altlinux-freedesktop-menu-provider"","" cinnamon-freedesktop-menu"","" enlightenment-freedesktop-menu"","" generic-freedesktop-menu"","" gnome-menus-default"","" gnome3-freedesktop-menu"","" kde3-freedesktop-menu"","" kde3-menu-original"","" kde4-menu-original"","" libgarcon-freedesktop-menu"","" lxde-freedesktop-menu"","" mate-freedesktop-menu"","" xfce-freedesktop-menu""]"
altlinux-freedesktop-menu-icon-theme-default,"[""  altlinux-freedesktop-menu-icon-theme"","" altlinux-freedesktop-menu-icon-theme""]"
altlinux-menus,[]
altlinux-mime-defaults,[]
altlinux-release-p8,"[""  altlinux-release"",""  fedora-release"",""  redhat-release"",""  system-release"","" altlinux-4.0 altlinux-release altlinux-release-4.0 altlinux-release-4.1 altlinux-release-5.0 altlinux-release-5.1 altlinux-release-c6 altlinux-release-chainmail altlinux-release-desktop altlinux-release-homeros altlinux-release-hpc altlinux-release-junior altlinux-release-master altlinux-release-office-server altlinux-release-p5 altlinux-release-p6 altlinux-release-p7 altlinux-release-school-server altlinux-release-server altlinux-release-skif altlinux-release-small_business altlinux-release-t6 altlinux-release-terminal fedora-release redhat-release""]"
altlinux-release-sisyphus,"[""  altlinux-release"",""  fedora-release"",""  redhat-release"",""  system-release"","" altlinux-4.0"","" altlinux-release-4.0 altlinux-release-4.1 altlinux-release-5.0 altlinux-release-5.1 altlinux-release-c6 altlinux-release-c7 altlinux-release-c7.1 altlinux-release-c8 altlinux-release-c8.1 altlinux-release-c9f1 altlinux-release-c9m1 altlinux-release-chainmail altlinux-release-desktop altlinux-release-homeros altlinux-release-hpc altlinux-release-icarus altlinux-release-junior altlinux-release-master altlinux-release-office-server altlinux-release-p5 altlinux-release-p6 altlinux-release-p7 altlinux-release-p8 altlinux-release-p9 altlinux-release-school-server altlinux-release-server altlinux-release-skif altlinux-release-small_business altlinux-release-t6 altlinux-release-t7 altlinux-release-terminal""]"
altlinux-repolist-utils,[]
altlinux-repos,[]
altmediawriter,[]
altocation,[]
altquire,[]
altrepo-api,[]
altsp-test-progs,[]
alure,[]
amalgamation-sqlcipher,[]
amavis,"[""  amavisd-new"",""  amavisd-new-clamav"",""  amavisd-new-complete"",""  amavisd-new-cron"",""  amavisd-new-ext-archives"",""  amavisd-new-ldap-client"",""  amavisd-new-ldap-server"",""  amavisd-new-mysql"",""  amavisd-new-p0f"",""  amavisd-new-postgresql"",""  amavisd-new-razor"",""  amavisd-new-smtpd"",""  amavisd-new-spamassassin"",""  amavisd-new-utils"","" amavisd""]"
amoebax,[]
amora,[]
amphetamine,[]
amqp,[]
amsynth,"["" dssi-amsynth-plugins"","" lv2-amsynth-plugins"","" vst-amsynth-plugins""]"
amtterm,[]
anacron,[]
ananas,"[""  ananas-engine-qt"",""  ananas-extensions"","" ananas-engine-qt"","" ananas-extensions""]"
and,"["" \tand-sysvinit"","" \tand-units"",""    and-units"",""   and-sysvinit"",""   and-units"",""  and-sysvinit""]"
android-file-transfer,[]
android-json-org-java,[]
android-opengl-api,[]
android-tools,[]
angband,[]
angrydd,[]
animal-sniffer,[]
animorph,[]
anki2,[]
ann,[]
annogen,[]
annotation-indexer,[]
anonftp,[]
ansforth-ext-oof,[]
ansible-freeipa,[]
ansible-lint,[]
ant,"[""        ant-nodeps"",""        ant-trax"",""       ant-nodeps"",""       ant-style-xsl"",""       ant-trax"",""  ant-bcel"",""  ant-bsf"",""  ant-log4j"",""  ant-task-reference"",""  ant-xml-resolver"","" ant-nodeps for jpackage compatibility""]"
ant-antunit,[]
ant-contrib,[]
ant1.9,"[""  ant1.9-nodeps""]"
anti-cppcheck,[]
antimicro,[]
antiword,[]
antlr,"[""       antlr"",""       antlr-static""]"
antlr-maven-plugin,"[""  mojo-maven2-plugin-antlr""]"
antlr3,"[""        antlr3-gunit"",""     ant-antlr3"",""     antlr3"",""    ant-antlr3"",""    antlr3""]"
antlr32,[]
antlr4-project,"[""        antlr4-python3-runtime"",""       antlr4-python3-runtime""]"
antlrworks,[]
aoetools,[]
aopalliance,[]
apache-commons-beanutils,[]
apache-commons-chain,[]
apache-commons-cli,"[""  jakarta-commons-cli""]"
apache-commons-codec,[]
apache-commons-collections,"[""        apache-commons-collections-testframework-javadoc"",""       apache-commons-collections-testframework-javadoc"",""  jakarta-commons-collections""]"
apache-commons-collections4,[]
apache-commons-compress,[]
apache-commons-configuration,[]
apache-commons-csv,[]
apache-commons-daemon,"[""        jsvc""]"
apache-commons-dbcp,[]
apache-commons-digester,[]
apache-commons-el,"[""  jakarta-commons-el""]"
apache-commons-email,[]
apache-commons-exec,[]
apache-commons-fileupload,[]
apache-commons-httpclient,"[""       deprecated()"",""  jakarta-commons-httpclient""]"
apache-commons-lang,"[""        commons-lang"",""        jakarta-commons-lang""]"
apache-commons-lang3,[]
apache-commons-launcher,[]
apache-commons-logging,[]
apache-commons-math,[]
apache-commons-modeler,[]
apache-commons-net,[]
apache-commons-ognl,[]
apache-commons-parent,[]
apache-commons-pool,[]
apache-commons-pool2,[]
apache-commons-validator,[]
apache-commons-vfs,"[""       apache-commons-vfs2""]"
apache-ivy,"[""        ivy"",""  ivy""]"
apache-log4j-extras,[]
apache-logging-parent,[]
apache-mime4j,[]
apache-mina,[]
apache-parent,[]
apache-rat,[]
apache-resource-bundles,[]
apache-sshd,[]
samefile,[]
samplicator,[]
sandbox,[]
sane-airscan,[]
sane-frontends,"["" xscanimage""]"
sanlock,[]
sash,[]
saslfinger,[]
sasm,"[""  SASM""]"
sassc,[]
sat4j,[]
sauerbraten,[]
sauerbraten-data,[]
sawfish,"["" /etc/X11/sawfish/site-init.d"","" /usr/share/sawfish/site-lisp"","" /usr/share/sawfish/sounds"","" /usr/share/sawfish/themes"","" gnome-wm""]"
saxon,"[""    saxon-dom"",""    saxon-jdom"",""    saxon-sql"",""    saxon-xom"",""    saxon-xpath"",""   saxon-dom"",""   saxon-jdom"",""   saxon-sql"",""   saxon-xom"",""   saxon-xpath""]"
saxpath,[]
sbd,[]
sblim-cim-client2,[]
sblim-wbemcli,[]
sbsigntools,[]
sc,[]
scala,"[""        bundled(jquery)"",""        bundled(objectweb-asm)"",""       ant-scala"",""       scala-swing""]"
scalacheck,[]
scalasca,"[""  kojak"",""  libkojak-devel""]"
scalpel,[]
scanbuttond,[]
scanlogd,[]
scanmem,[]
scannotation,[]
scanssh,[]
scantailor,[]
scapy,[]
scato,[]
scdoc,[]
schedtool,[]
scilab,"["" scilab-doc"","" scirenderer""]"
scim,"[""  iiimf-csconv"",""  iiimf-docs"",""  iiimf-gnome-im-switcher"",""  iiimf-gtk"",""  iiimf-libs"",""  iiimf-libs-devel"",""  iiimf-server"",""  iiimf-x"","" scim-lang-assamese"","" scim-lang-bengali"","" scim-lang-chinese"","" scim-lang-dhivehi"","" scim-lang-farsi"","" scim-lang-gujarati"","" scim-lang-hindi"","" scim-lang-japanese"","" scim-lang-kannada"","" scim-lang-korean"","" scim-lang-latin"","" scim-lang-malayalam"","" scim-lang-marathi"","" scim-lang-nepali"","" scim-lang-oriya"","" scim-lang-punjabi"","" scim-lang-sinhalese"","" scim-lang-tamil"","" scim-lang-telugu"","" scim-lang-thai"","" scim-lang-tibetan"","" scim-python"","" scim-python-chinese"","" scim-python-english"","" scim-python-pinyin"","" scim-python-xingma"","" scim-python-xingma-cangjie"","" scim-python-xingma-erbi"","" scim-python-xingma-wubi"","" scim-python-xingma-zhengma""]"
scim-anthy,"[""  iiimf-le-canna""]"
scim-array,[]
scim-chewing,[]
scim-fcitx,[]
scim-hangul,"[""  iiimf-le-hangul"",""  to ensure the upgrade path.""]"
scim-m17n,"[""  iiimf-le-unit""]"
scim-pinyin,"[""  iiimf-le-chinput"",""  miniChinput""]"
scim-sayura,[]
scim-tables,[]
scim-thai,[]
scmxx,[]
scons,"[""  scons-doc""]"
scorched3d,[]
scorchwentbonkers,[]
scorep,[]
scotch,[]
scourge,[]
scponly,[]
scrap2rtf,[]
scratch,"[""  scratch-plugins"","" scratch-bin""]"
scratch-desktop,[]
scrcpy,[]
screen,[]
screen-message,[]
screencaster,[]
screenfetch,[]
screenkey,[]
screenpen,[]
screenruler,"[""  gruler"","" gruler""]"
screenshot-tool,"[""  io.elementary.screenshot-tool""]"
screentest,[]
scribus,[]
scrot,[]
scrotwm,[]
scrounge-ntfs,[]
scsiadd,[]
scsitarget-utils,"[""  iscsitarget"",""  scsi-target-utils"",""  tgt""]"
scst,"[""  kernel-src-scst""]"
scummvm,"["" /usr/share/games/scummvm""]"
scummvm-tools,[]
sdcc,[]
sdcv,[]
sddm,[]
sddm-config-editor,[]
sddm-theme-SugarCandy,[]
sdf,[]
sdl-ball,[]
sdl_sopwith,[]
sdljava,[]
sdlpop,[]
sdoc,"[""      sdoc-doc"",""     sdoc-doc""]"
sdparm,[]
seabios,[]
seadrive-gui,[]
seafile,[]
seafile-client,[]
seafile-seahub,[]
seahorse-nautilus,[]
seahorse-sharing,[]
